"","qseqid","taxon","taxonomic_level","species","genus","family","order","class","phylum","kingdom"
"727","ASV_0463","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"728","ASV_0465","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"729","ASV_0466","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"730","ASV_0469","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"731","ASV_0471","Aulorhynchus flavidus","species","Aulorhynchus flavidus","Aulorhynchus","Aulorhynchidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"732","ASV_0472","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"733","ASV_0473","Artedius lateralis","species","Artedius lateralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"734","ASV_0475","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"735","ASV_0476","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"736","ASV_0477","Pleuronichthys coenosus","species","Pleuronichthys coenosus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"737","ASV_0482","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"738","ASV_0484","Syngnathus leptorhynchus","species","Syngnathus leptorhynchus","Syngnathus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Eukaryota"
"739","ASV_0485","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"740","ASV_0487","Syngnathus leptorhynchus","species","Syngnathus leptorhynchus","Syngnathus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Eukaryota"
"741","ASV_0490","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"742","ASV_0495","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"743","ASV_0497","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"744","ASV_0500","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"745","ASV_0502","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"746","ASV_0506","Artedius lateralis","species","Artedius lateralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"747","ASV_0510","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"748","ASV_0511","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"749","ASV_0512","Embiotoca lateralis","species","Embiotoca lateralis","Embiotoca","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"750","ASV_0513","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"751","ASV_0516","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"752","ASV_0520","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"753","ASV_0521","Citharichthys stigmaeus","species","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"754","ASV_0525","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"755","ASV_0529","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"756","ASV_0531","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"757","ASV_0535","Lumpenus sagitta","species","Lumpenus sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"758","ASV_0537","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"759","ASV_0539","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"760","ASV_0540","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"761","ASV_0541","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"762","ASV_0542","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"763","ASV_0543","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"764","ASV_0545","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"765","ASV_0546","Lumpenus sagitta","species","Lumpenus sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"766","ASV_0548","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"767","ASV_0549","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"768","ASV_0550","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"769","ASV_0551","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"770","ASV_0552","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"771","ASV_0553","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"772","ASV_0558","Citharichthys stigmaeus","species","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"773","ASV_0559","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"774","ASV_0560","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"775","ASV_0562","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"776","ASV_0563","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"777","ASV_0568","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"778","ASV_0569","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"779","ASV_0572","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"780","ASV_0574","Oncorhynchus keta","species","Oncorhynchus keta","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"781","ASV_0575","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"782","ASV_0576","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"783","ASV_0577","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"784","ASV_0579","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"785","ASV_0580","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"786","ASV_0586","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"787","ASV_0588","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"788","ASV_0590","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"789","ASV_0592","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"790","ASV_0593","Agonopsis vulsa","species","Agonopsis vulsa","Agonopsis","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"791","ASV_0595","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"792","ASV_0599","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"793","ASV_0602","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"794","ASV_0603","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"795","ASV_0604","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"796","ASV_0605","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"797","ASV_0606","Lumpenus sagitta","species","Lumpenus sagitta","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"798","ASV_0608","Cottus cognatus","species","Cottus cognatus","Cottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"799","ASV_0613","Oncorhynchus kisutch","species","Oncorhynchus kisutch","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"800","ASV_0614","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"801","ASV_0617","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"802","ASV_0628","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"803","ASV_0630","Podothecus accipenserinus","species","Podothecus accipenserinus","Podothecus","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"804","ASV_0635","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"805","ASV_0639","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"806","ASV_0642","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"807","ASV_0651","Syngnathus leptorhynchus","species","Syngnathus leptorhynchus","Syngnathus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Eukaryota"
"808","ASV_0658","Citharichthys stigmaeus","species","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"809","ASV_0673","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"810","ASV_0684","Pholis laeta","species","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"811","ASV_0685","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"812","ASV_0688","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"813","ASV_0699","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"814","ASV_0703","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"815","ASV_0740","Gadus","genus",NA,"Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota"
"816","ASV_0761","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"817","ASV_0788","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"818","ASV_0819","Oncorhynchus clarkii","species","Oncorhynchus clarkii","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"819","ASV_0050","Rhinogobiops nicholsii","species","Rhinogobiops nicholsii","Rhinogobiops","Gobiidae","Gobiiformes","Actinopteri","Chordata","Eukaryota"
"820","ASV_0244","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"821","ASV_0277","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"822","ASV_0643","Rhinogobiops nicholsii","species","Rhinogobiops nicholsii","Rhinogobiops","Gobiidae","Gobiiformes","Actinopteri","Chordata","Eukaryota"
"823","ASV_0621","Artedius lateralis","species","Artedius lateralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"824","ASV_0075","Artedius harringtoni","species","Artedius harringtoni","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"825","ASV_0632","Artedius harringtoni","species","Artedius harringtoni","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"826","ASV_0492","Artedius lateralis","species","Artedius lateralis","Artedius","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"827","ASV_0478","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"828","ASV_0439","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"829","ASV_0532","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"830","ASV_0114","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"831","ASV_0594","Gobiesox maeandricus","species","Gobiesox maeandricus","Gobiesox","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Eukaryota"
"832","ASV_0082","Gobiesox maeandricus","species","Gobiesox maeandricus","Gobiesox","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Eukaryota"
"833","ASV_0868","Ammodytes personatus","species","Ammodytes personatus","Ammodytes","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Eukaryota"
"834","ASV_0014","Ophiodon elongatus","species","Ophiodon elongatus","Ophiodon","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"835","ASV_0667","Ophiodon elongatus","species","Ophiodon elongatus","Ophiodon","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"836","ASV_0533","Ophiodon elongatus","species","Ophiodon elongatus","Ophiodon","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"837","ASV_0182","Ronquilus jordani","species","Ronquilus jordani","Ronquilus","Bathymasteridae","Perciformes","Actinopteri","Chordata","Eukaryota"
"838","ASV_0864","Triglops scepticus","species","Triglops scepticus","Triglops","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"839","ASV_0675","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"840","ASV_0413","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"841","ASV_0022","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"842","ASV_0505","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"843","ASV_0309","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"844","ASV_0234","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"845","ASV_0341","Enophrys bison","species","Enophrys bison","Enophrys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"846","ASV_0853","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"847","ASV_0169","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"848","ASV_0202","Leptocottus armatus","species","Leptocottus armatus","Leptocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"849","ASV_0117","Lepidogobius lepidus","species","Lepidogobius lepidus","Lepidogobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Eukaryota"
"850","ASV_0238","Clinocottus embryum","species","Clinocottus embryum","Clinocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"851","ASV_0306","Oligocottus snyderi","species","Oligocottus snyderi","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"852","ASV_0132","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"853","ASV_0459","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"854","ASV_0231","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"855","ASV_0404","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"856","ASV_0336","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"857","ASV_0584","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"858","ASV_0100","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"859","ASV_0127","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"860","ASV_0534","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"861","ASV_0016","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"862","ASV_0418","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"863","ASV_0089","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"864","ASV_0187","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"865","ASV_0578","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"866","ASV_0624","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"867","ASV_0369","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"868","ASV_0501","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"869","ASV_0656","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"870","ASV_0398","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"871","ASV_0556","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"872","ASV_0337","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"873","ASV_0102","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"874","ASV_0271","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"875","ASV_0313","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"876","ASV_0567","Oligocottus maculosus","species","Oligocottus maculosus","Oligocottus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"877","ASV_0830","Blepsias cirrhosus","species","Blepsias cirrhosus","Blepsias","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"878","ASV_0460","Hemilepidotus hemilepidotus","species","Hemilepidotus hemilepidotus","Hemilepidotus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"879","ASV_0601","Hexagrammos decagrammus","species","Hexagrammos decagrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"880","ASV_0660","Hexagrammos decagrammus","species","Hexagrammos decagrammus","Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"881","ASV_0207","Scorpaenichthys marmoratus","species","Scorpaenichthys marmoratus","Scorpaenichthys","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"882","ASV_0343","Oxylebius pictus","species","Oxylebius pictus","Oxylebius","Hexagrammidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"883","ASV_0677","Rhamphocottus richardsonii","species","Rhamphocottus richardsonii","Rhamphocottus","Rhamphocottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"884","ASV_0051","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"885","ASV_0252","Gasterosteus aculeatus","species","Gasterosteus aculeatus","Gasterosteus","Gasterosteidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"886","ASV_0696","Hemilepidotus hemilepidotus","species","Hemilepidotus hemilepidotus","Hemilepidotus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"887","ASV_0162","Hemilepidotus hemilepidotus","species","Hemilepidotus hemilepidotus","Hemilepidotus","Cottidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"888","ASV_0165","Nautichthys oculofasciatus","species","Nautichthys oculofasciatus","Nautichthys","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota"
"889","ASV_0007","Acipenser fulvescens","species","Acipenser fulvescens","Acipenser","Acipenseridae","Acipenseriformes","Actinopteri","Chordata","Eukaryota"
"890","ASV_0047","Acipenser fulvescens","species","Acipenser fulvescens","Acipenser","Acipenseridae","Acipenseriformes","Actinopteri","Chordata","Eukaryota"
"891","ASV_0611","Oncorhynchus gorbuscha","species","Oncorhynchus gorbuscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopteri","Chordata","Eukaryota"
"892","ASV_0581","Clupea pallasii","species","Clupea pallasii","Clupea","Clupeidae","Clupeiformes","Actinopteri","Chordata","Eukaryota"
"893","ASV_0736","Citharichthys stigmaeus","species","Citharichthys stigmaeus","Citharichthys","Cyclopsettidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota"
"894","ASV_0322","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"895","ASV_0488","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"896","ASV_0442","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"897","ASV_0092","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"898","ASV_0518","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"899","ASV_0323","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"900","ASV_0329","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"901","ASV_0447","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"902","ASV_0134","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"903","ASV_0355","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"904","ASV_0394","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"905","ASV_0293","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"906","ASV_0081","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"907","ASV_0573","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"908","ASV_0093","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"909","ASV_0408","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"910","ASV_0001","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"911","ASV_0299","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"912","ASV_0436","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
"913","ASV_0311","Cymatogaster aggregata","species","Cymatogaster aggregata","Cymatogaster","Embiotocidae","","Actinopteri","Chordata","Eukaryota"
