sample_ID,extraction_ID,seq_date,alternative_ID,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,collected_by,extraction_by,extraction_date
e03300-C,e03300,20240701,2022_ABES_A_4,2022,7,18,Abbess Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03301-A,e03301,20240701,2022_SHIN_A_1,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164052,55.597165,sample,Jessica Whitney,JMW,2024_01_31
e03301-B,e03301,20240701,2022_SHIN_A_1,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164052,55.597165,sample,Jessica Whitney,JMW,2024_01_31
e03301-C,e03301,20240701,2022_SHIN_A_1,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164052,55.597165,sample,Jessica Whitney,JMW,2024_01_31
e03302-A,e03302,20240701,2022_SHIN_A_2,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164225,55.597051,sample,Jessica Whitney,JMW,2024_01_31
e03302-B,e03302,20240701,2022_SHIN_A_2,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164225,55.597051,sample,Jessica Whitney,JMW,2024_01_31
e03302-C,e03302,20240701,2022_SHIN_A_2,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.164225,55.597051,sample,Jessica Whitney,JMW,2024_01_31
e03303-A,e03303,20240701,2022_SHIN_A_3,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.163842,55.597226,sample,Jessica Whitney,JMW,2024_01_31
e03303-B,e03303,20240701,2022_SHIN_A_3,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.163842,55.597226,sample,Jessica Whitney,JMW,2024_01_31
e03303-C,e03303,20240701,2022_SHIN_A_3,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,-133.163842,55.597226,sample,Jessica Whitney,JMW,2024_01_31
e03304-A,e03304,20240701,2022_SHIN_A_4,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03304-B,e03304,20240701,2022_SHIN_A_4,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03304-C,e03304,20240701,2022_SHIN_A_4,2022,7,14,Shinaku Inlet,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03305-A,e03305,20240701,2022_NATZ_A_1,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87865,55.247605,sample,Jessica Whitney,JMW,2024_01_31
e03305-B,e03305,20240701,2022_NATZ_A_1,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87865,55.247605,sample,Jessica Whitney,JMW,2024_01_31
e03305-C,e03305,20240701,2022_NATZ_A_1,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87865,55.247605,sample,Jessica Whitney,JMW,2024_01_31
e03306-A,e03306,20240701,2022_NATZ_A_2,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87858,55.247579,sample,Jessica Whitney,JMW,2024_01_31
e03306-B,e03306,20240701,2022_NATZ_A_2,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87858,55.247579,sample,Jessica Whitney,JMW,2024_01_31
e03306-C,e03306,20240701,2022_NATZ_A_2,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.87858,55.247579,sample,Jessica Whitney,JMW,2024_01_31
e03307-A,e03307,20240701,2022_NATZ_A_3,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.878416,55.247568,sample,Jessica Whitney,JMW,2024_01_31
e03307-B,e03307,20240701,2022_NATZ_A_3,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.878416,55.247568,sample,Jessica Whitney,JMW,2024_01_31
e03307-C,e03307,20240701,2022_NATZ_A_3,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,-132.878416,55.247568,sample,Jessica Whitney,JMW,2024_01_31
e03308-A,e03308,20240701,2022_NATZ_A_4,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03308-B,e03308,20240701,2022_NATZ_A_4,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03308-C,e03308,20240701,2022_NATZ_A_4,2022,7,16,Natzuhini,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03309-A,e03309,20240701,2022_NOSK_A_1,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340948,55.708783,sample,Jessica Whitney,JMW,2024_01_31
e03309-B,e03309,20240701,2022_NOSK_A_1,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340948,55.708783,sample,Jessica Whitney,JMW,2024_01_31
e03309-C,e03309,20240701,2022_NOSK_A_1,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340948,55.708783,sample,Jessica Whitney,JMW,2024_01_31
e03310-A,e03310,20240701,2022_NOSK_A_2,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340919,55.708814,sample,Jessica Whitney,JMW,2024_01_31
e03310-B,e03310,20240701,2022_NOSK_A_2,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340919,55.708814,sample,Jessica Whitney,JMW,2024_01_31
e03310-C,e03310,20240701,2022_NOSK_A_2,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.340919,55.708814,sample,Jessica Whitney,JMW,2024_01_31
e03311-A,e03311,20240701,2022_NOSK_A_3,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.34083,55.708953,sample,Jessica Whitney,JMW,2024_01_31
e03311-B,e03311,20240701,2022_NOSK_A_3,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.34083,55.708953,sample,Jessica Whitney,JMW,2024_01_31
e03311-C,e03311,20240701,2022_NOSK_A_3,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,-133.34083,55.708953,sample,Jessica Whitney,JMW,2024_01_31
e03312-A,e03312,20240701,2022_NOSK_A_4,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03312-B,e03312,20240701,2022_NOSK_A_4,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03312-C,e03312,20240701,2022_NOSK_A_4,2022,7,13,Nossuk Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03313-A,e03313,20240701,2022_REFU_A_1,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332695,55.284355,sample,Jessica Whitney,JMW,2024_01_31
e03313-B,e03313,20240701,2022_REFU_A_1,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332695,55.284355,sample,Jessica Whitney,JMW,2024_01_31
e03313-C,e03313,20240701,2022_REFU_A_1,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332695,55.284355,sample,Jessica Whitney,JMW,2024_01_31
e03314-A,e03314,20240701,2022_REFU_A_2,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332688,55.28437,sample,Jessica Whitney,JMW,2024_01_31
e03314-B,e03314,20240701,2022_REFU_A_2,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332688,55.28437,sample,Jessica Whitney,JMW,2024_01_31
e03314-C,e03314,20240701,2022_REFU_A_2,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332688,55.28437,sample,Jessica Whitney,JMW,2024_01_31
e03315-A,e03315,20240701,2022_REFU_A_3,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332443,55.284462,sample,Jessica Whitney,JMW,2024_01_31
e03315-B,e03315,20240701,2022_REFU_A_3,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332443,55.284462,sample,Jessica Whitney,JMW,2024_01_31
e03315-C,e03315,20240701,2022_REFU_A_3,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,-133.332443,55.284462,sample,Jessica Whitney,JMW,2024_01_31
e03316-A,e03316,20240701,2022_REFU_A_4,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03316-B,e03316,20240701,2022_REFU_A_4,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03316-C,e03316,20240701,2022_REFU_A_4,2022,7,15,Port Refugio,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03317-A,e03317,20240701,2022_SFEI_A_1,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175817,55.483952,sample,Jessica Whitney,JMW,2024_01_31
e03317-B,e03317,20240701,2022_SFEI_A_1,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175817,55.483952,sample,Jessica Whitney,JMW,2024_01_31
e03317-C,e03317,20240701,2022_SFEI_A_1,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175817,55.483952,sample,Jessica Whitney,JMW,2024_01_31
e03318-A,e03318,20240701,2022_SFEI_A_2,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175829,55.484138,sample,Jessica Whitney,JMW,2024_01_31
e03318-B,e03318,20240701,2022_SFEI_A_2,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175829,55.484138,sample,Jessica Whitney,JMW,2024_01_31
e03318-C,e03318,20240701,2022_SFEI_A_2,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175829,55.484138,sample,Jessica Whitney,JMW,2024_01_31
e03319-A,e03319,20240701,2022_SFEI_A_3,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175752,55.484266,sample,Jessica Whitney,JMW,2024_01_31
e03319-B,e03319,20240701,2022_SFEI_A_3,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175752,55.484266,sample,Jessica Whitney,JMW,2024_01_31
e03319-C,e03319,20240701,2022_SFEI_A_3,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,-133.175752,55.484266,sample,Jessica Whitney,JMW,2024_01_31
e03320-A,e03320,20240701,2022_SFEI_A_4,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03320-B,e03320,20240701,2022_SFEI_A_4,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03320-C,e03320,20240701,2022_SFEI_A_4,2022,7,11,South Fish Egg Island,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03321-A,e03321,20240701,2022_GUKT_A_1,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311965,55.740338,sample,Jessica Whitney,JMW,2024_01_31
e03321-B,e03321,20240701,2022_GUKT_A_1,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311965,55.740338,sample,Jessica Whitney,JMW,2024_01_31
e03321-C,e03321,20240701,2022_GUKT_A_1,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311965,55.740338,sample,Jessica Whitney,JMW,2024_01_31
e03322-A,e03322,20240701,2022_GUKT_A_2,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.31199,55.740311,sample,Jessica Whitney,JMW,2024_01_31
e03322-B,e03322,20240701,2022_GUKT_A_2,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.31199,55.740311,sample,Jessica Whitney,JMW,2024_01_31
e03322-C,e03322,20240701,2022_GUKT_A_2,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.31199,55.740311,sample,Jessica Whitney,JMW,2024_01_31
e03323-A,e03323,20240701,2022_GUKT_A_3,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311913,55.740463,sample,Jessica Whitney,JMW,2024_01_31
e03323-B,e03323,20240701,2022_GUKT_A_3,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311913,55.740463,sample,Jessica Whitney,JMW,2024_01_31
e03323-C,e03323,20240701,2022_GUKT_A_3,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,-133.311913,55.740463,sample,Jessica Whitney,JMW,2024_01_31
e03324-A,e03324,20240701,2022_GUKT_A_4,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03324-B,e03324,20240701,2022_GUKT_A_4,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03324-C,e03324,20240701,2022_GUKT_A_4,2022,7,12,Guktu Bay,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03325-A,e03325,20240701,2022_NFEI_A_1,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.166886,55.496151,sample,Jessica Whitney,JMW,2024_01_31
e03325-B,e03325,20240701,2022_NFEI_A_1,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.166886,55.496151,sample,Jessica Whitney,JMW,2024_01_31
e03325-C,e03325,20240701,2022_NFEI_A_1,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.166886,55.496151,sample,Jessica Whitney,JMW,2024_01_31
e03326-A,e03326,20240701,2022_NFEI_A_2,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.167191,55.496325,sample,Jessica Whitney,JMW,2024_01_31
e03326-B,e03326,20240701,2022_NFEI_A_2,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.167191,55.496325,sample,Jessica Whitney,JMW,2024_01_31
e03326-C,e03326,20240701,2022_NFEI_A_2,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.167191,55.496325,sample,Jessica Whitney,JMW,2024_01_31
e03327-A,e03327,20240701,2022_NFEI_A_3,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.101054,55.291786,sample,Jessica Whitney,JMW,2024_01_31
e03327-B,e03327,20240701,2022_NFEI_A_3,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.101054,55.291786,sample,Jessica Whitney,JMW,2024_01_31
e03327-C,e03327,20240701,2022_NFEI_A_3,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,-133.101054,55.291786,sample,Jessica Whitney,JMW,2024_01_31
e03328-A,e03328,20240701,2022_NFEI_A_4,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03328-B,e03328,20240701,2022_NFEI_A_4,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03328-C,e03328,20240701,2022_NFEI_A_4,2022,7,17,North Fish Egg Island,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03329-A,e03329,20240701,2022_KLWA_A_1,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.09376,55.576962,sample,Jessica Whitney,JMW,2024_01_31
e03329-B,e03329,20240701,2022_KLWA_A_1,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.09376,55.576962,sample,Jessica Whitney,JMW,2024_01_31
e03329-C,e03329,20240701,2022_KLWA_A_1,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.09376,55.576962,sample,Jessica Whitney,JMW,2024_01_31
e03330-A,e03330,20240701,2022_KLWA_A_2,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.093802,55.576958,sample,Jessica Whitney,JMW,2024_01_31
e03330-B,e03330,20240701,2022_KLWA_A_2,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.093802,55.576958,sample,Jessica Whitney,JMW,2024_01_31
e03330-C,e03330,20240701,2022_KLWA_A_2,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.093802,55.576958,sample,Jessica Whitney,JMW,2024_01_31
e03331-A,e03331,20240701,2022_KLWA_A_3,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.0941,55.577179,sample,Jessica Whitney,JMW,2024_01_31
e03331-B,e03331,20240701,2022_KLWA_A_3,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.0941,55.577179,sample,Jessica Whitney,JMW,2024_01_31
e03331-C,e03331,20240701,2022_KLWA_A_3,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,-133.0941,55.577179,sample,Jessica Whitney,JMW,2024_01_31
e03332-A,e03332,20240701,2022_KLWA_A_4,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03332-B,e03332,20240701,2022_KLWA_A_4,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03332-C,e03332,20240701,2022_KLWA_A_4,2022,7,25,Klawock Airport,eelgrass,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03333-A,e03333,20240701,2022_HALI_A_1,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969503,55.216572,sample,Jessica Whitney,JMW,2024_01_31
e03333-B,e03333,20240701,2022_HALI_A_1,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969503,55.216572,sample,Jessica Whitney,JMW,2024_01_31
e03333-C,e03333,20240701,2022_HALI_A_1,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969503,55.216572,sample,Jessica Whitney,JMW,2024_01_31
e03334-A,e03334,20240701,2022_HALI_A_2,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969439,55.216791,sample,Jessica Whitney,JMW,2024_01_31
e03334-B,e03334,20240701,2022_HALI_A_2,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969439,55.216791,sample,Jessica Whitney,JMW,2024_01_31
e03334-C,e03334,20240701,2022_HALI_A_2,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969439,55.216791,sample,Jessica Whitney,JMW,2024_01_31
e03335-A,e03335,20240701,2022_HALI_A_3,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969413,55.217031,sample,Jessica Whitney,JMW,2024_01_31
e03335-B,e03335,20240701,2022_HALI_A_3,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969413,55.217031,sample,Jessica Whitney,JMW,2024_01_31
e03335-C,e03335,20240701,2022_HALI_A_3,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,-132.969413,55.217031,sample,Jessica Whitney,JMW,2024_01_31
e03336-A,e03336,20240701,2022_HALI_A_4,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03336-B,e03336,20240701,2022_HALI_A_4,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03336-C,e03336,20240701,2022_HALI_A_4,2022,7,26,Halibut Nose,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03337-A,e03337,20240701,2022_KARH_A_1,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321813,55.789496,sample,Jessica Whitney,JMW,2024_01_31
e03337-B,e03337,20240701,2022_KARH_A_1,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321813,55.789496,sample,Jessica Whitney,JMW,2024_01_31
e03337-C,e03337,20240701,2022_KARH_A_1,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321813,55.789496,sample,Jessica Whitney,JMW,2024_01_31
e03338-A,e03338,20240701,2022_KARH_A_2,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.32157,55.789869,sample,Jessica Whitney,JMW,2024_01_31
e03338-B,e03338,20240701,2022_KARH_A_2,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.32157,55.789869,sample,Jessica Whitney,JMW,2024_01_31
e03338-C,e03338,20240701,2022_KARH_A_2,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.32157,55.789869,sample,Jessica Whitney,JMW,2024_01_31
e03339-A,e03339,20240701,2022_KARH_A_3,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321314,55.789982,sample,Jessica Whitney,JMW,2024_01_31
e03339-B,e03339,20240701,2022_KARH_A_3,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321314,55.789982,sample,Jessica Whitney,JMW,2024_01_31
e03339-C,e03339,20240701,2022_KARH_A_3,2022,7,27,Karheen,mixed,Prince of Wales Island,-133.321314,55.789982,sample,Jessica Whitney,JMW,2024_01_31
e03340-A,e03340,20240701,2022_KARH_A_4,2022,7,27,Karheen,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03340-B,e03340,20240701,2022_KARH_A_4,2022,7,27,Karheen,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03340-C,e03340,20240701,2022_KARH_A_4,2022,7,27,Karheen,mixed,Prince of Wales Island,NA,NA,field_blank,Jessica Whitney,JMW,2024_01_31
e03341-A,e03341,20240701,blank1,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03341-B,e03341,20240701,blank1,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03341-C,e03341,20240701,blank1,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03342-A,e03342,20240701,blank2,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03342-B,e03342,20240701,blank2,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03342-C,e03342,20240701,blank2,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03343-A,e03343,20240701,blank3,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03343-B,e03343,20240701,blank3,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03343-C,e03343,20240701,blank3,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03344-A,e03344,20240701,blank4,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03344-B,e03344,20240701,blank4,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03344-C,e03344,20240701,blank4,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03345-A,e03345,20240701,blank5,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03345-B,e03345,20240701,blank5,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03345-C,e03345,20240701,blank5,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03346-A,e03346,20240701,blank6,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03346-B,e03346,20240701,blank6,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03346-C,e03346,20240701,blank6,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03347-A,e03347,20240701,blank7,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03347-B,e03347,20240701,blank7,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03347-C,e03347,20240701,blank7,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03348-A,e03348,20240701,blank8,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03348-B,e03348,20240701,blank8,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03348-C,e03348,20240701,blank8,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03349-A,e03349,20240701,blank9,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03349-B,e03349,20240701,blank9,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03349-C,e03349,20240701,blank9,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03350-A,e03350,20240701,blank10,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03350-B,e03350,20240701,blank10,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
e03350-C,e03350,20240701,blank10,NA,NA,NA,NA,NA,NA,NA,NA,extraction_blank,,JMW,2024_01_31
NC21-1-A,NC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-1-B,NC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-1-C,NC21-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-2-A,NC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-2-B,NC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-2-C,NC21-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-3-A,NC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-3-B,NC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-3-C,NC21-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-4-A,NC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-4-B,NC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC21-4-C,NC21-4,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-1-A,NC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-1-B,NC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-1-C,NC22-1,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-2-A,NC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-2-B,NC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-2-C,NC22-2,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-3-A,NC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
NC22-3-B,NC22-3,20240701,NA,NA,NA,NA,NA,NA,NA,NA,NA,pcr_blank,NA,NA,NA
